Stations_ID;Stations_Name;Parameter;Von_Datum;Bis_Datum;Anzahl_Fehlwerte;Beschreibung;eor;                                                                                                              
2712;Konstanz;WRTR;15.07.2016-20:00;16.07.2016-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;16.07.2016-20:00;17.07.2016-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;17.07.2016-20:00;18.07.2016-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;18.07.2016-20:00;19.07.2016-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;19.07.2016-20:00;20.07.2016-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;20.07.2016-20:00;21.07.2016-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;21.07.2016-15:00;22.07.2016-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;22.07.2016-15:00;23.07.2016-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;23.07.2016-15:00;24.07.2016-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;24.07.2016-15:00;25.07.2016-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;25.07.2016-15:00;26.07.2016-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;26.07.2016-15:00;27.07.2016-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;27.07.2016-15:00;28.07.2016-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;28.07.2016-15:00;29.07.2016-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;29.07.2016-15:00;30.07.2016-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;30.07.2016-15:00;31.07.2016-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;31.07.2016-15:00;01.08.2016-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;01.08.2016-15:00;02.08.2016-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;02.08.2016-20:00;03.08.2016-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;03.08.2016-20:00;04.08.2016-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;04.08.2016-20:00;05.08.2016-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;05.08.2016-20:00;06.08.2016-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;06.08.2016-20:00;07.08.2016-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;07.08.2016-20:00;08.08.2016-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;08.08.2016-20:00;09.08.2016-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;09.08.2016-20:00;10.08.2016-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;10.08.2016-20:00;11.08.2016-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;11.08.2016-20:00;12.08.2016-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;12.08.2016-20:00;13.08.2016-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;13.08.2016-20:00;14.08.2016-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;14.08.2016-20:00;15.08.2016-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;15.08.2016-20:00;16.08.2016-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;16.08.2016-20:00;17.08.2016-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;17.08.2016-12:00;18.08.2016-03:00;15;;eor;                                                                                                                                           
2712;Konstanz;WRTR;18.08.2016-20:00;19.08.2016-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;19.08.2016-20:00;20.08.2016-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;20.08.2016-20:00;21.08.2016-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;21.08.2016-20:00;22.08.2016-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;22.08.2016-20:00;23.08.2016-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;23.08.2016-20:00;24.08.2016-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;24.08.2016-20:00;25.08.2016-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;25.08.2016-20:00;26.08.2016-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;26.08.2016-20:00;27.08.2016-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;27.08.2016-15:00;28.08.2016-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;28.08.2016-15:00;29.08.2016-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;29.08.2016-15:00;30.08.2016-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;30.08.2016-15:00;31.08.2016-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;31.08.2016-15:00;01.09.2016-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;01.09.2016-15:00;02.09.2016-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;02.09.2016-15:00;11.09.2016-03:00;204;;eor;                                                                                                                                          
2712;Konstanz;WRTR;11.09.2016-20:00;12.09.2016-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;12.09.2016-20:00;13.09.2016-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;13.09.2016-20:00;14.09.2016-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;14.09.2016-20:00;15.09.2016-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;15.09.2016-20:00;16.09.2016-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;16.09.2016-20:00;17.09.2016-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;17.09.2016-20:00;18.09.2016-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;18.09.2016-20:00;19.09.2016-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;19.09.2016-20:00;20.09.2016-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;20.09.2016-20:00;21.09.2016-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;21.09.2016-20:00;22.09.2016-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;22.09.2016-20:00;23.09.2016-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;23.09.2016-20:00;24.09.2016-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;24.09.2016-20:00;25.09.2016-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;25.09.2016-20:00;26.09.2016-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;26.09.2016-20:00;27.09.2016-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;27.09.2016-20:00;28.09.2016-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;28.09.2016-20:00;29.09.2016-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;29.09.2016-20:00;30.09.2016-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;30.09.2016-20:00;01.10.2016-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;01.10.2016-15:00;02.10.2016-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;02.10.2016-15:00;03.10.2016-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;03.10.2016-15:00;04.10.2016-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;04.10.2016-15:00;05.10.2016-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;05.10.2016-15:00;06.10.2016-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;06.10.2016-15:00;07.10.2016-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;07.10.2016-15:00;08.10.2016-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;08.10.2016-15:00;09.10.2016-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;09.10.2016-15:00;10.10.2016-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;10.10.2016-15:00;11.10.2016-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;11.10.2016-15:00;12.10.2016-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;12.10.2016-15:00;13.10.2016-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;13.10.2016-15:00;14.10.2016-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;14.10.2016-15:00;15.10.2016-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;15.10.2016-15:00;16.10.2016-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;16.10.2016-15:00;17.10.2016-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;17.10.2016-15:00;18.10.2016-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;18.10.2016-15:00;24.10.2016-03:00;132;;eor;                                                                                                                                          
2712;Konstanz;WRTR;24.10.2016-15:00;25.10.2016-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;25.10.2016-15:00;26.10.2016-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;26.10.2016-15:00;27.10.2016-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;27.10.2016-15:00;28.10.2016-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;28.10.2016-15:00;29.10.2016-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;29.10.2016-15:00;30.10.2016-04:00;13;;eor;                                                                                                                                           
2712;Konstanz;WRTR;30.10.2016-17:00;31.10.2016-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;31.10.2016-17:00;01.11.2016-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;01.11.2016-17:00;02.11.2016-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;02.11.2016-17:00;03.11.2016-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;03.11.2016-17:00;04.11.2016-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;04.11.2016-17:00;05.11.2016-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;05.11.2016-17:00;06.11.2016-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;06.11.2016-17:00;07.11.2016-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;07.11.2016-17:00;08.11.2016-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;08.11.2016-12:00;09.11.2016-04:00;16;;eor;                                                                                                                                           
2712;Konstanz;WRTR;09.11.2016-17:00;10.11.2016-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;10.11.2016-17:00;11.11.2016-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;11.11.2016-17:00;12.11.2016-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;12.11.2016-17:00;13.11.2016-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;13.11.2016-17:00;14.11.2016-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;14.11.2016-17:00;15.11.2016-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;15.11.2016-17:00;16.11.2016-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;16.11.2016-21:00;17.11.2016-04:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;17.11.2016-21:00;18.11.2016-04:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;18.11.2016-21:00;19.11.2016-04:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;19.11.2016-21:00;20.11.2016-04:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;20.11.2016-21:00;21.11.2016-04:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;21.11.2016-21:00;22.11.2016-04:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;22.11.2016-21:00;23.11.2016-04:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;23.11.2016-21:00;24.11.2016-04:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;24.11.2016-21:00;25.11.2016-04:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;25.11.2016-21:00;26.11.2016-04:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;26.11.2016-17:00;27.11.2016-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;27.11.2016-17:00;28.11.2016-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;28.11.2016-17:00;29.11.2016-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;29.11.2016-17:00;30.11.2016-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;30.11.2016-17:00;01.12.2016-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;01.12.2016-17:00;02.12.2016-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;02.12.2016-17:00;03.12.2016-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;03.12.2016-21:00;04.12.2016-04:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;04.12.2016-21:00;05.12.2016-04:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;05.12.2016-21:00;06.12.2016-04:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;06.12.2016-21:00;07.12.2016-04:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;07.12.2016-21:00;08.12.2016-04:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;08.12.2016-21:00;09.12.2016-04:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;09.12.2016-21:00;10.12.2016-04:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;10.12.2016-21:00;11.12.2016-04:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;11.12.2016-21:00;12.12.2016-04:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;12.12.2016-21:00;13.12.2016-04:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;13.12.2016-21:00;14.12.2016-04:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;14.12.2016-21:00;15.12.2016-04:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;15.12.2016-21:00;16.12.2016-04:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;16.12.2016-21:00;17.12.2016-04:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;17.12.2016-21:00;18.12.2016-04:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;18.12.2016-21:00;19.12.2016-04:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;19.12.2016-17:00;20.12.2016-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;20.12.2016-17:00;21.12.2016-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;21.12.2016-17:00;22.12.2016-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;22.12.2016-17:00;23.12.2016-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;23.12.2016-17:00;24.12.2016-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;24.12.2016-17:00;25.12.2016-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;25.12.2016-17:00;26.12.2016-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;26.12.2016-17:00;27.12.2016-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;27.12.2016-17:00;28.12.2016-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;28.12.2016-17:00;29.12.2016-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;29.12.2016-17:00;30.12.2016-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;30.12.2016-17:00;31.12.2016-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;31.12.2016-17:00;09.01.2017-04:00;203;;eor;                                                                                                                                          
2712;Konstanz;WRTR;09.01.2017-17:00;10.01.2017-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;10.01.2017-17:00;11.01.2017-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;11.01.2017-17:00;12.01.2017-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;12.01.2017-17:00;13.01.2017-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;13.01.2017-17:00;14.01.2017-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;14.01.2017-17:00;15.01.2017-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;15.01.2017-17:00;16.01.2017-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;16.01.2017-17:00;17.01.2017-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;17.01.2017-17:00;18.01.2017-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;18.01.2017-17:00;19.01.2017-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;19.01.2017-17:00;20.01.2017-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;20.01.2017-17:00;21.01.2017-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;21.01.2017-17:00;22.01.2017-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;22.01.2017-17:00;23.01.2017-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;23.01.2017-17:00;24.01.2017-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;24.01.2017-17:00;25.01.2017-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;25.01.2017-17:00;26.01.2017-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;26.01.2017-17:00;27.01.2017-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;27.01.2017-17:00;28.01.2017-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;28.01.2017-17:00;29.01.2017-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;29.01.2017-17:00;30.01.2017-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;30.01.2017-17:00;31.01.2017-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;31.01.2017-17:00;01.02.2017-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;01.02.2017-17:00;02.02.2017-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;02.02.2017-17:00;03.02.2017-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;03.02.2017-17:00;04.02.2017-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;04.02.2017-17:00;05.02.2017-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;05.02.2017-17:00;06.02.2017-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;06.02.2017-17:00;07.02.2017-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;07.02.2017-17:00;08.02.2017-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;08.02.2017-17:00;09.02.2017-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;09.02.2017-17:00;10.02.2017-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;10.02.2017-17:00;11.02.2017-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;11.02.2017-17:00;12.02.2017-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;12.02.2017-17:00;13.02.2017-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;13.02.2017-21:00;14.02.2017-04:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;14.02.2017-21:00;15.02.2017-04:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;15.02.2017-21:00;16.02.2017-04:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;16.02.2017-21:00;17.02.2017-04:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;17.02.2017-21:00;18.02.2017-04:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;18.02.2017-21:00;19.02.2017-04:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;19.02.2017-21:00;20.02.2017-04:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;20.02.2017-21:00;21.02.2017-04:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;21.02.2017-21:00;22.02.2017-04:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;22.02.2017-21:00;23.02.2017-04:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;23.02.2017-21:00;24.02.2017-04:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;24.02.2017-21:00;25.02.2017-04:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;25.02.2017-21:00;26.02.2017-04:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;26.02.2017-21:00;27.02.2017-04:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;27.02.2017-21:00;28.02.2017-04:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;28.02.2017-21:00;01.03.2017-04:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;01.03.2017-21:00;02.03.2017-04:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;02.03.2017-21:00;03.03.2017-04:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;03.03.2017-21:00;04.03.2017-04:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;04.03.2017-21:00;05.03.2017-04:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;05.03.2017-21:00;06.03.2017-04:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;06.03.2017-21:00;07.03.2017-04:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;07.03.2017-21:00;08.03.2017-04:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;08.03.2017-21:00;09.03.2017-04:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;09.03.2017-21:00;10.03.2017-04:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;10.03.2017-21:00;11.03.2017-04:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;11.03.2017-21:00;12.03.2017-04:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;12.03.2017-21:00;13.03.2017-04:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;13.03.2017-21:00;14.03.2017-04:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;14.03.2017-21:00;15.03.2017-04:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;15.03.2017-21:00;16.03.2017-04:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;16.03.2017-21:00;17.03.2017-04:00;7;;eor;                                                                                                                                            
